Feature,Language,Term
87,Albanian T,mengjer
88,Albanian T,kofshe
89,Albanian T,me u shtrire
90,Albanian T,me rrojtur
91,Albanian T,melci
92,Albanian T,"i,e gjathe"
93,Albanian T,moz
94,Albanian T,burre
95,Albanian T,shume
96,Albanian T,mish
97,Albanian T,nene
98,Albanian T,mal
99,Albanian T,goje
100,Albanian T,emer
101,Albanian T,"i,e ngushte"
102,Albanian T,afer
103,Albanian T,gafe
104,Albanian T,"i,e ri"
105,Albanian T,nate
106,Albanian T,hunde
107,Albanian T,nuk
108,Albanian T,"i,e yeter,plak"
109,Albanian T,nje
110,Albanian T,tjeter
111,Albanian T,njeri
112,Albanian T,me lojtur
113,Albanian T,me hegur
114,Albanian T,me shtyre
115,Albanian T,me rene shi
116,Albanian T,"i,e kug"
117,Albanian T,"i,e drejte"
118,Albanian T,"i,e djathte"
119,Albanian T,lume
120,Albanian T,udhe
121,Albanian T,renje
122,Albanian T,litar
123,Albanian T,"i,e kalbur"
124,Albanian T,me ferkuar
125,Albanian T,kripe
126,Albanian T,shur
127,Albanian T,me thene
128,Albanian T,me gervrohtur
129,Albanian T,det
130,Albanian T,me pare
131,Albanian T,fare
132,Albanian T,me gepur
133,Albanian T,"i,e mprehte"
134,Albanian T,"i,e shkurter"
135,Albanian T,me kenduar
136,Albanian T,me u unjur
137,Albanian T,lekure
138,Albanian T,giell
139,Albanian T,me fjetur
140,Albanian T,"i,e vogel"
141,Albanian T,me mane ere
142,Albanian T,tym
143,Albanian T,"i,e bute"
144,Albanian T,gjarper
145,Albanian T,dhbore
146,Albanian T,disa
147,Albanian T,me peshtyre
148,Albanian T,me care
149,Albanian T,me shtrydhur
150,Albanian T,me cpuar
151,Albanian T,me pendruar
152,Albanian T,yll
153,Albanian T,shkop
154,Albanian T,gur
155,Albanian T,"i,e drejte"
156,Albanian T,me thethire
157,Albanian T,dielle
158,Albanian T,me u fryre
159,Albanian T,me notuar
160,Albanian T,bisht
161,Albanian T,ajo
162,Albanian T,atje
163,Albanian T,ata
164,Albanian T,"i,e trashe"
165,Albanian T,"i,e holle"
166,Albanian T,me u menduar
167,Albanian T,kjo
168,Albanian T,ti
169,Albanian T,"tre,tri"
170,Albanian T,me hedhur
171,Albanian T,me lidhur
172,Albanian T,gjuhe
173,Albanian T,dhemb
174,Albanian T,shelg
175,Albanian T,me u kthyer
176,Albanian T,dy
177,Albanian T,me yelle
178,Albanian T,"me ecur,me baritur"
179,Albanian T,"i,e nxehte"
180,Albanian T,me lare
181,Albanian T,uje
182,Albanian T,ne
183,Albanian T,"i,e lagur"
184,Albanian T,cfare
185,Albanian T,kur
186,Albanian T,ku
187,Albanian T,"i,e bardhe"
188,Albanian T,kush
189,Albanian T,"i,e gjere"
190,Albanian T,"grua,shage"
191,Albanian T,ere
192,Albanian T,krah
193,Albanian T,me fshire
194,Albanian T,me
195,Albanian T,grua
196,Albanian T,pyje
197,Albanian T,krimb
198,Albanian T,ju
199,Albanian T,"mot,vit"
200,Albanian T,"i,e verdhe"
1,Albanian Top,githe
2,Albanian Top,dhe
3,Albanian Top,kafse
4,Albanian Top,hi
5,Albanian Top,ne
6,Albanian Top,kuris
7,Albanian Top,ilik
8,Albanian Top,cipe
9,Albanian Top,se
10,Albanian Top,bark
11,Albanian Top,i-math
12,Albanian Top,zok
13,Albanian Top,"kafson,kafsova"
14,Albanian Top,i-zi
15,Albanian Top,gak
16,Albanian Top,"fryn,fryva"
17,Albanian Top,kocke
18,Albanian Top,"mar fryme,mora fryme kam"
19,Albanian Top,"digem,udoga"
20,Albanian Top,fosne
21,Albanian Top,re
22,Albanian Top,ftote
23,Albanian Top,"vin,erdha"
24,Albanian Top,"nemeron,nemerova"
25,Albanian Top,"pres,preva"
26,Albanian Top,dite
27,Albanian Top,"vdes,vdika"
28,Albanian Top,"min,miva"
29,Albanian Top,felikur
30,Albanian Top,"ken,buster"
31,Albanian Top,"pi,piva"
32,Albanian Top,i-that
33,Albanian Top,e-paprehur
34,Albanian Top,pluhur
35,Albanian Top,ves
36,Albanian Top,dhe
37,Albanian Top,"ha,hengera"
38,Albanian Top,kokove
39,Albanian Top,sy
40,Albanian Top,"bie,ras"
41,Albanian Top,lark
42,Albanian Top,dhjame
43,Albanian Top,baba
44,Albanian Top,"trembem,utremba"
45,Albanian Top,pende
46,Albanian Top,pak
47,Albanian Top,"lefton,leftova,ziem,uzuzeuzura"
48,Albanian Top,zjar
49,Albanian Top,pesk
50,Albanian Top,pese
51,Albanian Top,jam mbi valet
52,Albanian Top,"rieth,rodha"
53,Albanian Top,lule
54,Albanian Top,"fluturon,fluturova"
55,Albanian Top,mjergul
56,Albanian Top,kembe
57,Albanian Top,kater
58,Albanian Top,"grin,griva"
59,Albanian Top,fruta
60,Albanian Top,"jap,dhase"
61,Albanian Top,i-mire
62,Albanian Top,bar
63,Albanian Top,gelber
64,Albanian Top,zore
65,Albanian Top,les
66,Albanian Top,dore
67,Albanian Top,ay
68,Albanian Top,koke
69,Albanian Top,"degon,degova"
70,Albanian Top,zemer
71,Albanian Top,i-rende
72,Albanian Top,ketu
73,Albanian Top,"godit,godita"
74,Albanian Top,"mban,mbajta"
75,Albanian Top,si
76,Albanian Top,"vete per ga,guan"
77,Albanian Top,bure
78,Albanian Top,une
79,Albanian Top,kalkan
80,Albanian Top,po
81,Albanian Top,brenda
82,Albanian Top,"vras,vrava"
83,Albanian Top,"di,dine"
84,Albanian Top,gol
85,Albanian Top,"kes,kesa"
86,Albanian Top,flete
87,Albanian Top,menger
88,Albanian Top,kembe
89,Albanian Top,"stritem,ustrita"
90,Albanian Top,"ron,rojta"
91,Albanian Top,melcia ezeze
92,Albanian Top,i-gate
93,Albanian Top,mor
94,Albanian Top,bure
95,Albanian Top,sume
96,Albanian Top,mis
97,Albanian Top,nene
98,Albanian Top,mal
99,Albanian Top,goje
100,Albanian Top,emer
101,Albanian Top,nguste
102,Albanian Top,afer
103,Albanian Top,kafe
104,Albanian Top,i-iri
105,Albanian Top,nate
106,Albanian Top,unde
107,Albanian Top,"jo,nuk,mos"
108,Albanian Top,vjeter
109,Albanian Top,ne
110,Albanian Top,tjatre
111,Albanian Top,neri
112,Albanian Top,"lhos,lhojta"
113,Albanian Top,"ek,oka"
114,Albanian Top,"styn,styva"
115,Albanian Top,"bie si,ra si,ka rene si"
116,Albanian Top,i-kuk
117,Albanian Top,"drek,idrejte"
118,Albanian Top,djathe
119,Albanian Top,lhume
120,Albanian Top,udhe
121,Albanian Top,rene
122,Albanian Top,terkuze
123,Albanian Top,kalhbur
124,Albanian Top,"ferkon,ferkova"
125,Albanian Top,kripe
126,Albanian Top,kum
127,Albanian Top,"them,thase"
128,Albanian Top,"kruan,krova"
129,Albanian Top,det
130,Albanian Top,"so,pase"
131,Albanian Top,fare
132,Albanian Top,"kep,kepa"
133,Albanian Top,i-mbrete
134,Albanian Top,skurter
135,Albanian Top,"kendon,kendova"
136,Albanian Top,"ri,ndena"
137,Albanian Top,"cipe,lhekure"
138,Albanian Top,kiel
139,Albanian Top,"fle,flejta"
140,Albanian Top,i-vogelh-i
141,Albanian Top,"mban ere,mbajta"
142,Albanian Top,tym
143,Albanian Top,i-ferkuar
144,Albanian Top,garper
145,Albanian Top,tebore
146,Albanian Top,ca
147,Albanian Top,"pstyt,pstyta"
148,Albanian Top,"can,cajta"
149,Albanian Top,"stryth,strydha"
150,Albanian Top,"cpon,cpova"
151,Albanian Top,ri ne kembe
152,Albanian Top,yl
153,Albanian Top,skop
154,Albanian Top,gur
155,Albanian Top,drejte
156,Albanian Top,"thethin,thethiva"
157,Albanian Top,diel
158,Albanian Top,"entem,uenta"
159,Albanian Top,"ben mnote,bera mnote"
160,Albanian Top,bist
161,Albanian Top,"ay,ajo,ata"
162,Albanian Top,atje
163,Albanian Top,"ata,ato"
164,Albanian Top,trase
165,Albanian Top,hole
166,Albanian Top,"mejtoem,mejtova"
167,Albanian Top,"ky,kjo"
168,Albanian Top,ti
169,Albanian Top,tri
170,Albanian Top,"eth,odha"
171,Albanian Top,"lith,lidha"
172,Albanian Top,gue
173,Albanian Top,dhemp
174,Albanian Top,peme
175,Albanian Top,"kthenem,uktheva"
176,Albanian Top,dy
177,Albanian Top,"viel,vota"
178,Albanian Top,"ecen,eca"
179,Albanian Top,ngrote
180,Albanian Top,"lhan,lhava"
181,Albanian Top,uje
182,Albanian Top,"neve,ne"
183,Albanian Top,lhagur-i
184,Albanian Top,ce
185,Albanian Top,kur
186,Albanian Top,ku
187,Albanian Top,i-bardhe
188,Albanian Top,"kus,cili"
189,Albanian Top,i-gere
190,Albanian Top,grua
191,Albanian Top,ere
192,Albanian Top,kra
193,Albanian Top,"fsi,fsiva"
194,Albanian Top,me
195,Albanian Top,grua
196,Albanian Top,"korie,pyl"
197,Albanian Top,"gelhister,krimp"
198,Albanian Top,jure
199,Albanian Top,vit
200,Albanian Top,i-verdhe
1,Armenian List,bolor
2,Armenian List,yev
3,Armenian List,anasoon
4,Armenian List,moghir
5,Armenian List,mod
6,Armenian List,edev
7,Armenian List,gesh
8,Armenian List,geghev
9,Armenian List,kanzi
10,Armenian List,por
11,Armenian List,medz
12,Armenian List,turchun
13,Armenian List,khatznel
14,Armenian List,sev
15,Armenian List,aroon
16,Armenian List,puchel
17,Armenian List,vosgor
18,Armenian List,shunchel
19,Armenian List,varel
20,Armenian List,manoog
21,Armenian List,amb
22,Armenian List,bakh
23,Armenian List,kal
24,Armenian List,hashfel
25,Armenian List,gudrel
26,Armenian List,orr
27,Armenian List,marnil
28,Armenian List,porell
29,Armenian List,aghdod
30,Armenian List,shun
31,Armenian List,khimel
32,Armenian List,chor
33,Armenian List,
34,Armenian List,poshee
35,Armenian List,agunch
36,Armenian List,"yergir,kedin"
37,Armenian List,udell
38,Armenian List,havgit
39,Armenian List,ashk
40,Armenian List,hanal
41,Armenian List,heru
42,Armenian List,ger
43,Armenian List,hire
44,Armenian List,vakhnal
45,Armenian List,pedur
46,Armenian List,kani
47,Armenian List,gurvil
48,Armenian List,gurag
49,Armenian List,zook
50,Armenian List,hing
51,Armenian List,dadanil
52,Armenian List,hosil
53,Armenian List,zagheg
54,Armenian List,turchil
55,Armenian List,mek
56,Armenian List,vodk
57,Armenian List,chorse
58,Armenian List,saril
59,Armenian List,budugh
60,Armenian List,dal
61,Armenian List,bari
62,Armenian List,khod
63,Armenian List,gananch
64,Armenian List,akhik
65,Armenian List,maz
66,Armenian List,zark
67,Armenian List,
68,Armenian List,galokh
69,Armenian List,lurel
70,Armenian List,sird
71,Armenian List,zunner
72,Armenian List,hos
73,Armenian List,zarnell
74,Armenian List,burne
75,Armenian List,inchbes
76,Armenian List,vorsal
77,Armenian List,amousin
78,Armenian List,yes
79,Armenian List,sar
80,Armenian List,yete
81,Armenian List,meche
82,Armenian List,sbannell
83,Armenian List,kidnal
84,Armenian List,lich
85,Armenian List,khuntal
86,Armenian List,deref
87,Armenian List,zagh
88,Armenian List,saroonk
89,Armenian List,sudel
90,Armenian List,abril
91,Armenian List,liart
92,Armenian List,yergar
93,Armenian List,ochil
94,Armenian List,mart
95,Armenian List,shad
96,Armenian List,mis
97,Armenian List,mire
98,Armenian List,lev
99,Armenian List,beran
100,Armenian List,anoon
101,Armenian List,
102,Armenian List,mod
103,Armenian List,viz
104,Armenian List,nor
105,Armenian List,kisher
106,Armenian List,kit
107,Armenian List,voch
108,Armenian List,hin
109,Armenian List,meg
110,Armenian List,urish
111,Armenian List,antz
112,Armenian List,ghaghal
113,Armenian List,kashel
114,Armenian List,hurel
115,Armenian List,anzrev
116,Armenian List,garmir
117,Armenian List,shidag
118,Armenian List,
119,Armenian List,ged
120,Armenian List,janba
121,Armenian List,armad
122,Armenian List,chuvan
123,Armenian List,pudaz
124,Armenian List,shupel
125,Armenian List,agh
126,Armenian List,avaz
127,Armenian List,usell
128,Armenian List,kerel
129,Armenian List,
130,Armenian List,desnel
131,Armenian List,serm
132,Armenian List,garel
133,Armenian List,soor
134,Armenian List,garj
135,Armenian List,yerkel
136,Armenian List,nusdel
137,Armenian List,mort
138,Armenian List,gulima ot
139,Armenian List,kunanal
140,Armenian List,buzdig
141,Armenian List,hod
142,Armenian List,moogh
143,Armenian List,shidag
144,Armenian List,otz
145,Armenian List,szun
146,Armenian List,
147,Armenian List,tuknel
148,Armenian List,jeghkel
149,Armenian List,
150,Armenian List,zarnel
151,Armenian List,gaynel
152,Armenian List,ard
153,Armenian List,payd
154,Armenian List,kar
155,Armenian List,shidag
156,Armenian List,kashel
157,Armenian List,arev
158,Armenian List,suril
159,Armenian List,loghal
160,Armenian List,boch
161,Armenian List,ayt
162,Armenian List,hon
163,Armenian List,anonk
164,Armenian List,hasd
165,Armenian List,barak
166,Armenian List,ghoril
167,Armenian List,ays
168,Armenian List,
169,Armenian List,yerek
170,Armenian List,nedel
171,Armenian List,gabel
172,Armenian List,lezoo
173,Armenian List,agra
174,Armenian List,szar
175,Armenian List,tarnel
176,Armenian List,yergu
177,Armenian List,piskel
178,Armenian List,kaleb
179,Armenian List,dak
180,Armenian List,luval
181,Armenian List,czoor
182,Armenian List,menk
183,Armenian List,tatz
184,Armenian List,inch
185,Armenian List,yerp
186,Armenian List,oor
187,Armenian List,sbidag
188,Armenian List,ov
189,Armenian List,line
190,Armenian List,gin
191,Armenian List,hov
192,Armenian List,tev
193,Armenian List,surpel
194,Armenian List,hed
195,Armenian List,gin
196,Armenian List,andar
197,Armenian List,vort
198,Armenian List,took
199,Armenian List,dari
200,Armenian List,tekhin
1,Armenian Mod,bolor
2,Armenian Mod,ew
3,Armenian Mod,kendani
4,Armenian Mod,moxir
5,Armenian Mod,het
6,Armenian Mod,t'ikunk'
7,Armenian Mod,vat'
8,Armenian Mod,ketew
9,Armenian Mod,orovhetew
10,Armenian Mod,
11,Armenian Mod,mec
12,Armenian Mod,t'rc'un
13,Armenian Mod,kcel
14,Armenian Mod,sew
15,Armenian Mod,aryun
16,Armenian Mod,p'c'el
17,Armenian Mod,oskor
18,Armenian Mod,snjel
19,Armenian Mod,ayrel
20,Armenian Mod,"manuk,erexa"
21,Armenian Mod,amp
22,Armenian Mod,c'urt
23,Armenian Mod,gal
24,Armenian Mod,"hamrel,t'vel"
25,Armenian Mod,ktrel
26,Armenian Mod,or
27,Armenian Mod,mernel
28,Armenian Mod,p'orel
29,Armenian Mod,keltot
30,Armenian Mod,sun
31,Armenian Mod,"empel,xmel"
32,Armenian Mod,c'or
33,Armenian Mod,but'
34,Armenian Mod,posi
35,Armenian Mod,akanj
36,Armenian Mod,hol
37,Armenian Mod,utel
38,Armenian Mod,ju
39,Armenian Mod,ac'k'
40,Armenian Mod,enknel
41,Armenian Mod,heru
42,Armenian Mod,carp
43,Armenian Mod,hayr
44,Armenian Mod,
45,Armenian Mod,t'ew
46,Armenian Mod,k'ic'
47,Armenian Mod,"payk'ar,kriw"
48,Armenian Mod,"krak,hur"
49,Armenian Mod,juk
50,Armenian Mod,hing
51,Armenian Mod,lual
52,Armenian Mod,hosel
53,Armenian Mod,catik
54,Armenian Mod,t'rc'el
55,Armenian Mod,msus
56,Armenian Mod,ot
57,Armenian Mod,c'ors
58,Armenian Mod,"sarel,sarecnel"
59,Armenian Mod,
60,Armenian Mod,tal
61,Armenian Mod,lav
62,Armenian Mod,xot
63,Armenian Mod,kanac'
64,Armenian Mod,ali
65,Armenian Mod,"maz,her,ges"
66,Armenian Mod,jerk'
67,Armenian Mod,na
68,Armenian Mod,glux
69,Armenian Mod,lsel
70,Armenian Mod,sirt
71,Armenian Mod,canr
72,Armenian Mod,aystel
73,Armenian Mod,"xpel,zarkel"
74,Armenian Mod,unel
75,Armenian Mod,inc'pes
76,Armenian Mod,orsal
77,Armenian Mod,amusin
78,Armenian Mod,es
79,Armenian Mod,saroyc'
80,Armenian Mod,
81,Armenian Mod,mej
82,Armenian Mod,spanel
83,Armenian Mod,gitenal
84,Armenian Mod,lic
85,Armenian Mod,cical
86,Armenian Mod,terew
87,Armenian Mod,jax
88,Armenian Mod,ot
89,Armenian Mod,parkel
90,Armenian Mod,aprel
91,Armenian Mod,lyard
92,Armenian Mod,erkar
93,Armenian Mod,ojil
94,Armenian Mod,mard
95,Armenian Mod,"bazum,sat"
96,Armenian Mod,mis
97,Armenian Mod,mayr
98,Armenian Mod,"sar,ler"
99,Armenian Mod,beran
100,Armenian Mod,anun
101,Armenian Mod,nel
102,Armenian Mod,motik
103,Armenian Mod,cocrak
104,Armenian Mod,nor
105,Armenian Mod,giser
106,Armenian Mod,k'it'
107,Armenian Mod,oc'
108,Armenian Mod,hin
109,Armenian Mod,"mek,mi"
110,Armenian Mod,"uris,ayl"
111,Armenian Mod,anj
112,Armenian Mod,xalal
113,Armenian Mod,k'asel
114,Armenian Mod,hrel
115,Armenian Mod,"anjrew,anjrewel"
116,Armenian Mod,karmir
117,Armenian Mod,uli'l
118,Armenian Mod,aj
119,Armenian Mod,get
120,Armenian Mod,"campa,canaparh,uli"
121,Armenian Mod,armat
122,Armenian Mod,"paran,t'ok"
123,Armenian Mod,nexac
124,Armenian Mod,"sp'el,k'orel"
125,Armenian Mod,al
126,Armenian Mod,awaz
127,Armenian Mod,asel
128,Armenian Mod,cankrel
129,Armenian Mod,cov
130,Armenian Mod,tesnel
131,Armenian Mod,hatik
132,Armenian Mod,karel
133,Armenian Mod,sur
134,Armenian Mod,karc
135,Armenian Mod,ergel
136,Armenian Mod,nstel
137,Armenian Mod,mask
138,Armenian Mod,erkink'
139,Armenian Mod,k'nel
140,Armenian Mod,p'ok'r
141,Armenian Mod,"hototel,hot k'asel"
142,Armenian Mod,cux
143,Armenian Mod,hart'
144,Armenian Mod,oj
145,Armenian Mod,jyun
146,Armenian Mod,omank'
147,Armenian Mod,t'uk'
148,Armenian Mod,ktrel
149,Armenian Mod,k'amel
150,Armenian Mod,xrel
151,Armenian Mod,kangnel
152,Armenian Mod,astl
153,Armenian Mod,"mahak,bir"
154,Armenian Mod,k'ar
155,Armenian Mod,ulil
156,Armenian Mod,ccel
157,Armenian Mod,"arew,aregak"
158,Armenian Mod,"urc'el,urel"
159,Armenian Mod,lolal
160,Armenian Mod,poc'
161,Armenian Mod,ayn
162,Armenian Mod,ayntel
163,Armenian Mod,nrank'
164,Armenian Mod,c'al
165,Armenian Mod,nosr
166,Armenian Mod,mtacel
167,Armenian Mod,ays
168,Armenian Mod,du
169,Armenian Mod,erek'
170,Armenian Mod,gc'el
171,Armenian Mod,"pat'at'el,kapel"
172,Armenian Mod,lezu
173,Armenian Mod,atam
174,Armenian Mod,car
175,Armenian Mod,darnal
176,Armenian Mod,erku
177,Armenian Mod,p'xckal
178,Armenian Mod,"man gal,srjel"
179,Armenian Mod,"tot',sog"
180,Armenian Mod,lvanal
181,Armenian Mod,jur
182,Armenian Mod,menk'
183,Armenian Mod,xonaw
184,Armenian Mod,inc'
185,Armenian Mod,erb
186,Armenian Mod,ur
187,Armenian Mod,"spitak,cermak"
188,Armenian Mod,ov
189,Armenian Mod,layn endarjak
190,Armenian Mod,kin
191,Armenian Mod,"holm,k'ami"
192,Armenian Mod,t'ew
193,Armenian Mod,mak'rel
194,Armenian Mod,het
195,Armenian Mod,kin
196,Armenian Mod,antar
197,Armenian Mod,"ord,cicu"
198,Armenian Mod,duk'
199,Armenian Mod,tari
200,Armenian Mod,delin
1,Baluchi,"kull,druh,thegh,thewagh,saro"
2,Baluchi,"guda,di,wa,o"
3,Baluchi,"janwar,zanwar,shanwar"
4,Baluchi,phur
5,Baluchi,"a,sar-a"
6,Baluchi,phusht
7,Baluchi,"gandagh,harab"
8,Baluchi,gawaz
9,Baluchi,"pha haw-an sauav,pha haw-an khan,ki"
10,Baluchi,laf
11,Baluchi,"mazaan,maz en"
12,Baluchi,murgh
13,Baluchi,"waragh,wartha"
14,Baluchi,siyah
15,Baluchi,hon
16,Baluchi,"kashagh,khashta"
17,Baluchi,had
18,Baluchi,sah ziragh
19,Baluchi,balagh
20,Baluchi,chukh
21,Baluchi,jh ur
22,Baluchi,"sarth,gwahar"
23,Baluchi,"agh,akhta,atka"
24,Baluchi,"gannagh,gannitha"
25,Baluchi,"chakagh,chakitha"
26,Baluchi,rosh
27,Baluchi,"miragh,murtha"
28,Baluchi,"janagh,phatagh,katagh"
29,Baluchi,melar
30,Baluchi,"bing,kshik"
31,Baluchi,"waragh,wartha"
32,Baluchi,hushk
33,Baluchi,
34,Baluchi,"dato,dato,danz"
35,Baluchi,gosh
36,Baluchi,mitti
37,Baluchi,"waragh,wartha"
38,Baluchi,"haikh,anu"
39,Baluchi,chham
40,Baluchi,"khafagh,khapta"
41,Baluchi,dir
42,Baluchi,phigh
43,Baluchi,"phith,pith"
44,Baluchi,thursagh
45,Baluchi,"phar,khamb"
46,Baluchi,"kharde,kham"
47,Baluchi,"miragh,miratha"
48,Baluchi,as
49,Baluchi,mahi
50,Baluchi,phanch
51,Baluchi,"luragh,luritha"
52,Baluchi,"bahagh,bahitha"
53,Baluchi,phul
54,Baluchi,"bal giragh,bal gipta"
55,Baluchi,dithlo
56,Baluchi,phadh
57,Baluchi,chiar
58,Baluchi,"madhagh,mastagh"
59,Baluchi,"mewa,bar"
60,Baluchi,"deagh,datha"
61,Baluchi,phutur
62,Baluchi,"renv,rem"
63,Baluchi,"savz,maunshar"
64,Baluchi,"roth,rodh"
65,Baluchi,phut
66,Baluchi,dast
67,Baluchi,"i,chi,anh"
68,Baluchi,saghar
69,Baluchi,"askhanagh,askhutha"
70,Baluchi,dil
71,Baluchi,giran
72,Baluchi,edha
73,Baluchi,janagh
74,Baluchi,
75,Baluchi,"chaccho,chon,cho"
76,Baluchi,shikar khanagh-a pha
77,Baluchi,mard
78,Baluchi,man
79,Baluchi,bawar
80,Baluchi,"ar,ar ki"
81,Baluchi,"nianwan,lafa,sara"
82,Baluchi,"khushagh,khushta"
83,Baluchi,sahih biagh
84,Baluchi,"dhand,dand,dand"
85,Baluchi,"khandagh,khanditha"
86,Baluchi,thakh
87,Baluchi,chap
88,Baluchi,phadh
89,Baluchi,wafsagh
90,Baluchi,zindagh
91,Baluchi,jaghar
92,Baluchi,drazh
93,Baluchi,bot
94,Baluchi,"mard,mar"
95,Baluchi,ba z
96,Baluchi,gozhd
97,Baluchi,math
98,Baluchi,phawad
99,Baluchi,daf
100,Baluchi,nam
101,Baluchi,tankh
102,Baluchi,"nazi,nazikh"
103,Baluchi,gwar
104,Baluchi,nokh
105,Baluchi,shaf
106,Baluchi,phonz
107,Baluchi,"na,n"
108,Baluchi,phir
109,Baluchi,"yak,ya"
110,Baluchi,"dohmi,duhmi"
111,Baluchi,khas
112,Baluchi,lev khanagh
113,Baluchi,"chikagh,chikitha"
114,Baluchi,telan
115,Baluchi,"gwaragh,gwarta"
116,Baluchi,suhr
117,Baluchi,rast
118,Baluchi,rast
119,Baluchi,dira
120,Baluchi,dag
121,Baluchi,par
122,Baluchi,rez
123,Baluchi,galagh
124,Baluchi,"malagh,malitha,maltha"
125,Baluchi,"whadh,wahadh"
126,Baluchi,rekh
127,Baluchi,"gushagh,gusta,gwashagh,gwashta"
128,Baluchi,"kharagh,kharith"
129,Baluchi,samundar
130,Baluchi,"gindagh,ditha"
131,Baluchi,bij
132,Baluchi,"doshagh,dokhta"
133,Baluchi,tez
134,Baluchi,gwand
135,Baluchi,"gushagh,gushta,gwashta"
136,Baluchi,"nindagh,nishta"
137,Baluchi,phost
138,Baluchi,"arsh,azman"
139,Baluchi,"aksagh,akastha"
140,Baluchi,kik
141,Baluchi,bo giragh
142,Baluchi,duhon
143,Baluchi,lasur
144,Baluchi,mar
145,Baluchi,bawar
146,Baluchi,khard-e
147,Baluchi,thuk
148,Baluchi,"buragh,buritha"
149,Baluchi,"dabagh,dabitha"
150,Baluchi,
151,Baluchi,"oshtagh,oshtatha"
152,Baluchi,istar
153,Baluchi,lath
154,Baluchi,khoh
155,Baluchi,sidha
156,Baluchi,"mishagh,mikhta"
157,Baluchi,"ro,rosh"
158,Baluchi,"siagh,sitha"
159,Baluchi,"taragh,taratha,thaharagh,thahartha"
160,Baluchi,dumb
161,Baluchi,an
162,Baluchi,odha
163,Baluchi,eshan
164,Baluchi,thular
165,Baluchi,laghar
166,Baluchi,"zanagh,zantha"
167,Baluchi,ham-esh
168,Baluchi,thau
169,Baluchi,sai
170,Baluchi,"phirenagh,phirentha"
171,Baluchi,"bandagh,bastha"
172,Baluchi,zawan
173,Baluchi,dathan
174,Baluchi,drashk
175,Baluchi,
176,Baluchi,do
177,Baluchi,uchalna
178,Baluchi,"juzagh,juzitha"
179,Baluchi,garm
180,Baluchi,"shodhagh,shusta"
181,Baluchi,af
182,Baluchi,ma
183,Baluchi,thar
184,Baluchi,kithan
185,Baluchi,khadhe
186,Baluchi,thango
187,Baluchi,sweth
188,Baluchi,kithan
189,Baluchi,prah
190,Baluchi,zal
191,Baluchi,go
192,Baluchi,phar
193,Baluchi,
194,Baluchi,"go,gon,gon"
195,Baluchi,zal
196,Baluchi,ladh
197,Baluchi,kirm
198,Baluchi,sha
199,Baluchi,sal
200,Baluchi,"zard,zhalokh"
1,Bengali,sob
2,Bengali,"ar,ebon"
3,Bengali,"janoar,jontu"
4,Bengali,chai
5,Bengali,
6,Bengali,pit
7,Bengali,kharap
8,Bengali,chal
9,Bengali,karon
10,Bengali,pet
11,Bengali,boro
12,Bengali,pakhi
13,Bengali,cibono
14,Bengali,kalo
15,Bengali,rokto
16,Bengali,booa
17,Bengali,har
18,Bengali,sasphela
19,Bengali,"pora,jola"
20,Bengali,bacca
21,Bengali,meg
22,Bengali,thanda
23,Bengali,asa
24,Bengali,gona
25,Bengali,kata
26,Bengali,din
27,Bengali,mora
28,Bengali,khodaikora
29,Bengali,moela
30,Bengali,kukur
31,Bengali,khaoa
32,Bengali,sukno
33,Bengali,bhota
34,Bengali,dhula
35,Bengali,kan
36,Bengali,mati
37,Bengali,khaoa
38,Bengali,anda
39,Bengali,cok
40,Bengali,pora
41,Bengali,dur
42,Bengali,corbi
43,Bengali,"baba,bap"
44,Bengali,bhoepaoa
45,Bengali,palok
46,Bengali,olpo
47,Bengali,lora
48,Bengali,agun
49,Bengali,mac
50,Bengali,pac
51,Bengali,bhasa
52,Bengali,booa
53,Bengali,phul
54,Bengali,ora
55,Bengali,kuasa
56,Bengali,pa
57,Bengali,car
58,Bengali,jomatbadhano
59,Bengali,phol
60,Bengali,deoa
61,Bengali,bhalo
62,Bengali,ghas
63,Bengali,sobuj
64,Bengali,naribhuri
65,Bengali,kes
66,Bengali,hat
67,Bengali,se
68,Bengali,matha
69,Bengali,sona
70,Bengali,buk
71,Bengali,bhari
72,Bengali,ekhane
73,Bengali,mara
74,Bengali,dhora
75,Bengali,kemon
76,Bengali,sikarkora
77,Bengali,sami
78,Bengali,ami
79,Bengali,borop
80,Bengali,jodi
81,Bengali,ondor
82,Bengali,mara
